english_text,marshallese_text,category,description,is_favorite,usage_count,id,created_date,updated_date,created_by_id,created_by,is_sample
"Tizanidine","Tizanidine (Wūno in jipañ magel ekadu-kūtien an jerbal.)","medication","","false","0","6903b40bd5901f5493469e9d","2025-10-30T18:52:59.628000","2025-11-03T14:47:17.146000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Methadone","Methadone (Wūno in metak kajoor ej jerbal ñan jipañ kōmadmōd añūrleb ko an wūno kajoor ko im jipañ metak ko rellap mwe rejaje jako.)","medication","","false","0","6903b40bd5901f5493469e9f","2025-10-30T18:52:59.628000","2025-11-03T13:59:40.683000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Ketorolac","Ketorolac (Wūno  eo ejjelok steroid ie ñan jipañ bōbōj ko ewōr dañ lowa mwe ejjab kajoor ej jerbal ilo karu-kūtien ñan jipañ metak ko redik ñan ko relukkun lap.)","medication","","false","0","6903b40bd5901f5493469ebb","2025-10-30T18:52:59.629000","2025-11-03T13:52:22.900000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Abnormal","Jab jejjet kūtien","general","","false","0","6903b40bd5901f5493469ec4","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Parents","Pārōn ak Jinen im Jeman","general","","false","0","6903b40bd5901f5493469ee1","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Scared","Lōlñoñ","general","","false","0","6903b40bd5901f5493469ee4","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tickle","Kūrkūr","general","","false","0","6903b40bd5901f5493469ef9","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"What is your last name?","Etan āt eo etan baamle eo ak Laajname?","questions","","false","0","6903b40bd5901f5493469d37","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Admitted to hospital","Deloñ aupitōl","general","","false","0","6903b40bd5901f5493469d56","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"November","Nobōmba","general","","false","0","6903b40bd5901f5493469d66","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Which","Ewi iaan","questions","","false","0","6903b40bd5901f5493469d7a","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Now","Kiiō","general","","false","0","6903b40bd5901f5493469d81","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Belly button","Bwij","body_parts","","false","0","6903b40bd5901f5493469db8","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Procedures","Mwijmwij ak kōmadmōdin ājmour ko","procedures","","false","0","6903b40bd5901f5493469dbc","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Costly","Lap wōnāān","general","","false","0","6903b40bd5901f5493469dd2","2025-10-30T18:52:59.626000","2025-11-03T13:47:30.583000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Clean","Ereo","general","","false","0","6903b40bd5901f5493469de2","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sunset","Tulokun al","general","","false","0","6903b40bd5901f5493469de7","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Ear wax","Kūbwen lojilñi","body_parts","","false","0","6903b40bd5901f5493469e14","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Good","Emman","general","","false","0","6903b40bd5901f5493469e16","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Bad","Nana","general","","false","0","6903b40bd5901f5493469e17","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Worst","Nana lok","general","","false","0","6903b40bd5901f5493469e19","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Codeine","Codeine (Wūno kajoor mwe ej jerbal ñan jipañ metak ko redik ñan ko relukkun lap im barāinwōt kadiklok pokpok.)","medication","","false","0","6903b40bd5901f5493469e36","2025-10-30T18:52:59.627000","2025-11-03T13:46:55.674000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sodium Chloride","Sodium Chloride","medication","","false","0","6903b40bd5901f5493469e3b","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Dexamethasone","Dexamethasone (Wūno ej jerbal ñan kadiklok bōbōj ko im jipañ jejjo nañinmej ko jet, ekoba menin kadeki ko im jipañ jikin manman kij in nañinmej eo ilo ānbwin bwe en jab barāinwōt manman kij ko remman.) ","medication","","false","0","6903b40bd5901f5493469e40","2025-10-30T18:52:59.627000","2025-11-03T14:25:04.786000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Phenylephrine","Phenylephrine (Wūno ej jerbal ñan jipañ jolok bon boti itok jen nañinmejin mej in, kadeke mejatoto, and piba itok jen jet kein būñal ko.)","medication","","false","0","6903b40bd5901f5493469e41","2025-10-30T18:52:59.627000","2025-11-03T14:44:18.423000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Venlafaxine","Venlafaxine (Jerbal ñan jipañ bōbrare nañinmej ko relap ilo nana wōt mour ak jaje emōnōnō, ikdeelel, im utamwe ko ikkijjien ikumlok ak wiwijet.)","medication","","false","0","6903b40bd5901f5493469e4e","2025-10-30T18:52:59.627000","2025-11-03T13:57:27.121000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Amphetamine/Dextroamphetamine","Amphetamine/Dextroamphetamine (Wūno ñan jipañ jikin ko relap ilowaan ānbwin bwe en emmanlok kūtien kōlmānlokjen im utamwe ko ikkijjien kiki.)","medication","","false","0","6903b40bd5901f5493469e4f","2025-10-30T18:52:59.627000","2025-11-03T13:47:20.683000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Duloxetine","Duloxetine (Jerbal ñan jipañ nanawōt mour ak jaje emōnōnō, ikdeelel, im metak koba jorāān nōōb im jab jako an metak ānbwin itok jen nañinmejin tōñal.)","medication","","false","0","6903b40bd5901f5493469e5c","2025-10-30T18:52:59.628000","2025-11-03T14:26:16.974000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lisdexamfetamine","Lisdexamfetamine (Jerbal ñan jipañ utamwe ko rej men bwe armej ren jaje kōlmānlokjen ak jaje tōt im utamwe ko ikkijjien lap mōñā.)","medication","","false","0","6903b40bd5901f5493469e60","2025-10-30T18:52:59.628000","2025-11-03T13:52:58.020000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Fluconazole","Fluconazole (Wūno ñan jolok lirouwe mwe ej jerbal ñan jipañ inpekjen ko itok jen lirouwe, mwe emaroñ bōk jikier ilo jikin ko ilo ānbwin.)","medication","","false","0","6903b40bd5901f5493469e73","2025-10-30T18:52:59.628000","2025-11-03T14:27:35.705000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Topiramate","Topiramate (Jerbal ñan jipañ jejjo kain dibūbūb ko im ñan bōbrae metak bar ko rellap.)","medication","","false","0","6903b40bd5901f5493469e82","2025-10-30T18:52:59.628000","2025-11-03T13:56:54.411000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Donepezil","Donepezil (Jerbal ñan jipañ jen dik ñan lap ikkijjien jajelokjen itok jen nañinmejin Ebbal.)","medication","","false","0","6903b40bd5901f5493469e85","2025-10-30T18:52:59.628000","2025-11-03T13:47:46.962000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Methylprednisolone","Methylprednisolone (Wūno ej jerbal ñan bōbrae men ko ilo ānbwin mwe ej kōmman bōbōj ko ewōr dañ lowaer.)","medication","","false","0","6903b40bd5901f5493469ea9","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Polyethylene Glycol 3350","Polyethylene Glycol 3350 (Dān wūno ej jeral ñan jipañ jet jo iien ej pen loje.)","medication","","false","0","6903b40bd5901f5493469eb4","2025-10-30T18:52:59.629000","2025-11-03T14:48:22.073000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Hydromorphone","Hydromorphone (Wūno in metak kajoor ej jerbal ñan jipañ metak ko redik ñan ko relukkun lap.)","medication","","false","0","6903b40bd5901f5493469ebc","2025-10-30T18:52:59.629000","2025-11-03T13:50:27.908000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Family history of sickness","Nañinmejin bōdañ jen baamle","symptoms","","false","0","6903b40bd5901f5493469ebf","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Infection","Tōrañ ak inpekjen","symptoms","","false","0","6903b40bd5901f5493469ed7","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Prescription","Wūno ko jen taktō","medication","","false","0","6903b40bd5901f5493469d1e","2025-10-30T18:52:59.624000","2025-11-03T19:19:53.263000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Cough","Pokpok","symptoms","","false","0","6903b40bd5901f5493469d29","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Awake","Ruj","general","","false","0","6903b40bd5901f5493469d52","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Change dressing","Ukōt korak","procedures","","false","0","6903b40bd5901f5493469d73","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Dinner","Mōñā in jota","general","","false","0","6903b40bd5901f5493469d8b","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Elder","Alab","general","","false","0","6903b40bd5901f5493469d93","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Throat","Bōro","body_parts","","false","0","6903b40bd5901f5493469daa","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Neck","Kōnwa","body_parts","","false","0","6903b40bd5901f5493469dab","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Heel","Jimwin ne","body_parts","","false","1","6903b40bd5901f5493469db5","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Left","Anmiiñ","general","","false","0","6903b40bd5901f5493469dc0","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"House","Em","general","","false","0","6903b40bd5901f5493469dc1","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Car","Wa","general","","false","0","6903b40bd5901f5493469dc3","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Dog","Kidu","general","","false","0","6903b40bd5901f5493469dc9","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Pay","Kōllā","general","","false","0","6903b40bd5901f5493469dd0","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Moon","Allōñ","general","","false","0","6903b40bd5901f5493469de9","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Monday","Mande","general","","false","0","6903b40bd5901f5493469deb","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Quiet","Jab keroro","general","","false","0","6903b40bd5901f5493469df5","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Bracelet","Bāāñkōl","general","","false","0","6903b40bd5901f5493469e06","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"I love you","I yokwe eok","general","","false","0","6903b40bd5901f5493469e0a","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Severe","Lukkun lap","general","","false","0","6903b40bd5901f5493469e1a","2025-10-30T18:52:59.627000","2025-11-03T13:55:40.676000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Pantoprazole","Pantoprazole (Jerbal ñan jipañ jen loje ñan bōro itok jen bwilmeleeñ im nañinmej ko jet ikkijjien an lap ajet ilowaan loje.)","medication","","false","0","6903b40bd5901f5493469e47","2025-10-30T18:52:59.627000","2025-11-03T13:53:55.729000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tiotropium","Tiotropium (Kein ukuk eto-kūtien ej jerbal ñan jipañ ak bōbrae an aidiklok ial in an kōto in menono emakūtkūt ippān armej ro ewōr aer nañinmejin orlok im nañinmej ko jet ikkijjien ial in emenono.)","medication","","false","0","6903b40bd5901f5493469e67","2025-10-30T18:52:59.628000","2025-11-03T14:47:09.174000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Ondansetron","Ondansetron (Jerbal ñan bōbrae mōlañlōñ im mōmōj mwe ej maroñ itok jen iien mwijmwij, kimo itok jen nañinmejin kanjer, ak jerbal ko an radiation.)","medication","","false","0","6903b40bd5901f5493469e6c","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Triamcinolone (topical)","Triamcinolone (Wūno in wa ej itok ilo kūriij ekajoor ej jerbal ñan jipañ bōbōj, ae dān in kaal bōbōj, būrōrō, metak im jab emman an jerbal jikin ko ilo ānbwin im bōbnōjnōj itok jen elōñ kain jorāān ko ilo kil.)","medication","","false","0","6903b40bd5901f5493469e71","2025-10-30T18:52:59.628000","2025-11-03T14:47:32.485000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sildenafil","Sildenafil","medication","","false","0","6903b40bd5901f5493469e9a","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tadalafil","Tadalafil","medication","","false","0","6903b40bd5901f5493469e9b","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Clindamycin","Clindamycin (Wūno in wā mwe ej manman kij nana ilo ānbwin.)","medication","","false","0","6903b40bd5901f5493469eab","2025-10-30T18:52:59.628000","2025-10-30T18:52:59.628000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Buspirone","Buspirone (Wūno ñan bōbrae nañinmejin ikdeele mwe ej jelōt dān ko ilo kōmālij mwe rej jab pelan.)","medication","","false","0","6903b40bd5901f5493469eb9","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Numb","Mej ak jab eñjake.","symptoms","","false","0","6903b40bd5901f5493469ede","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Scream","Kōkkeilok","general","","false","0","6903b40bd5901f5493469efb","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"aspirin","Aspirin","medication","","false","1","6903b40bd5901f5493469d26","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Is there a pharmacy nearby?","Ewōr ke mōn wūno ebaak?","questions","","false","0","6903b40bd5901f5493469d2d","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Dizzy","Addeboulul","symptoms","","false","0","6903b40bd5901f5493469d2f","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Address","Atōrej","general","","false","0","6903b40bd5901f5493469d39","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Breath in and hold","Mwilal am  bōk kūtūwōm im dābji","general","","false","0","6903b40bd5901f5493469d41","2025-10-30T18:52:59.624000","2025-11-03T19:37:45.442000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Squeeze","Keene","procedures","","false","0","6903b40bd5901f5493469d45","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Don't breath","Jab emenono","procedures","","false","0","6903b40bd5901f5493469d53","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Emergency treatment","Kōmadmōdin idiñ ak imōjenji","emergency","","false","0","6903b40bd5901f5493469d55","2025-10-30T18:52:59.624000","2025-10-31T13:17:27.292000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"January","Jānwōde","general","","false","0","6903b40bd5901f5493469d5c","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Febuary","Pāpode","general","","false","0","6903b40bd5901f5493469d5d","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"June","Juun","general","","false","0","6903b40bd5901f5493469d61","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"September","Jeptōmba","general","","false","0","6903b40bd5901f5493469d64","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Lunch","Mōñā in raelep","general","","false","0","6903b40bd5901f5493469d8a","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Children","Ajiri","general","","false","0","6903b40bd5901f5493469d90","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Thigh","Lotōnā","body_parts","","false","0","6903b40bd5901f5493469db0","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Calf","Ajaj","body_parts","","false","0","6903b40bd5901f5493469db2","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Bridge of foot","Ioon  neem","body_parts","","false","0","6903b40bd5901f5493469db4","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Bladder","Jikin rawūt","body_parts","","false","0","6903b40bd5901f5493469db7","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Chill","Wūdiddidin bio","symptoms","","false","0","6903b40bd5901f5493469dbe","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Pork","Piik","general","","false","0","6903b40bd5901f5493469ddb","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Sunday","Jabōt","general","","false","0","6903b40bd5901f5493469df1","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Purse","leb","general","","false","0","6903b40bd5901f5493469e02","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Thank you","Kommol","general","","false","0","6903b40bd5901f5493469e0b","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Mild","Ebwe ak jab jukkun lap","general","","false","0","6903b40bd5901f5493469e1b","2025-10-30T18:52:59.627000","2025-11-03T19:27:56.214000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Alprazolam","Alprazolam (Jerbal ñan jipañ ikkijjien ikdeelel im utamwe ko ikkijjien ikumlok.)","medication","","false","0","6903b40bd5901f5493469e4c","2025-10-30T18:52:59.627000","2025-11-03T14:19:44.158000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Amoxicillin","Amoxicillin (Wūno in wā ñan elōñ kain kij in tōrañ ak inpekjen ko.)","medication","","false","0","6903b40bd5901f5493469e57","2025-10-30T18:52:59.627000","2025-10-30T18:52:59.627000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Finasteride","Finasteride (Jerbal ñan kōlaplok jikin kōmman im kōjbarok bek ilowaan mōmman im kobwebwein wāween an jakolok kool in bar.)","medication","","false","0","6903b40bd5901f5493469e61","2025-10-30T18:52:59.628000","2025-11-03T13:49:56.665000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Ipratropium/Albuterol","Ipratropium/Albuterol (Kakobabain kein ukuk ej jerba ñan bōbrae an pen im wōr ainikien emenono, ikkijelok, im pokpok itok jen COPD ak nañinmejin ār mwe eto an pād.)","medication","","false","0","6903b40bd5901f5493469e68","2025-10-30T18:52:59.628000","2025-11-03T14:55:53.578000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Naproxen","Naproxen (Wūno  eo ejjelok steroid ie ñan jipañ bōbōj ko ewōr dañ lowa mwe ejjab kajoor ej jerbal ñan jipañ jolok metak ak bōbōj ko ewōr dañ lowaer.)","medication","","false","0","6903b40bd5901f5493469e92","2025-10-30T18:52:59.628000","2025-11-03T14:40:28.260000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Amitriptyline","Amitriptyline (Juon wūno eo jerbal ñan jipañ menin kōkalle ko ikkijjien nana wōt mour ak jaje emōnōnō.)","medication","","false","0","6903b40bd5901f5493469e96","2025-10-30T18:52:59.628000","2025-11-03T14:19:53.284000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Insulin Lispro","Insulin Lispro ( Wā in tōñal emōkaj an jerbal mwe ej jerbal ñan kōmanmanlok tōñal ippān rūtto im ajiri ro ewōr aer nañinmejin tōñal.)","medication","","false","0","6903b40bd5901f5493469e98","2025-10-30T18:52:59.628000","2025-11-03T14:54:33.296000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Cefdinir","Cefdinir (Juon wūno in wā mwe ej jerbal ñan jipañ elōñ kain kij in tōrañ ak inpekjen.)","medication","","false","0","6903b40bd5901f5493469eaa","2025-10-30T18:52:59.628000","2025-11-03T14:23:03.055000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Meclizine","Meclizine (Wūno in bōbrae abnōnō jen kadeke mejatoto mwe ej jerbal ñan jipañ mōlañlōñ, mōmōj, im addeboulul itok jen ellāle.)","medication","","false","1","6903b40bd5901f5493469eb5","2025-10-30T18:52:59.629000","2025-11-03T14:39:25.450000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Arrhythmia","Jab jejjet kūtien an bam menono","symptoms","","false","0","6903b40bd5901f5493469ec1","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Intestine","Majñal","body_parts","","false","0","6903b40bd5901f5493469ec6","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"See you later.","Bar loe eok.","general","","false","0","6903b40bd5901f5493469ed9","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Tingling","Ejjaromrom","symptoms","","false","0","6903b40bd5901f5493469edf","2025-10-30T18:52:59.629000","2025-10-30T18:52:59.629000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Middle name","Āt eo kein karuo","general","","false","0","6903b40bd5901f5493469ef7","2025-10-30T18:52:59.630000","2025-10-30T18:52:59.630000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Stomach","Loje","body_parts","","false","0","6903b40bd5901f5493469d1b","2025-10-30T18:52:59.623000","2025-10-30T18:52:59.623000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Urgent care","Jikin ājmour ko redik im rej mōkaj aer jipañ rinañinmej","emergency","","false","0","6903b40bd5901f5493469d4b","2025-10-30T18:52:59.624000","2025-11-03T14:47:40.530000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Emergency","Idiñ ak Imōjenji","emergency","","false","0","6903b40bd5901f5493469d58","2025-10-30T18:52:59.624000","2025-10-31T13:16:58.942000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"April","Eprōl","general","","false","0","6903b40bd5901f5493469d5f","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"December","Tijemba","general","","false","0","6903b40bd5901f5493469d67","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Diabettic","Tōñal","symptoms","","false","0","6903b40bd5901f5493469d6b","2025-10-30T18:52:59.624000","2025-10-30T18:52:59.624000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Afternoon","Raelep","general","","false","0","6903b40bd5901f5493469d87","2025-10-30T18:52:59.625000","2025-11-03T17:34:54.591000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Baby","Niñniñ","general","","false","0","6903b40bd5901f5493469d91","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Blow","Uki","general","","false","0","6903b40bd5901f5493469d95","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Body Parts","Jikin ko ilo ānbwin","body_parts","","false","0","6903b40bd5901f5493469d99","2025-10-30T18:52:59.625000","2025-10-30T18:52:59.625000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Nostril","Roñ in boti","body_parts","","false","0","6903b40bd5901f5493469da0","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Knee","Bukwe","body_parts","","false","0","6903b40bd5901f5493469db1","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Surgery","Mwijmwij","procedures","","false","0","6903b40bd5901f5493469dbd","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
"Home","Mweo","general","","false","0","6903b40bd5901f5493469dc2","2025-10-30T18:52:59.626000","2025-10-30T18:52:59.626000","6903aade8b85d024c22a162b","davefivey@gmail.com","false"
